Genome Name,Accuracy,Precision,Recall,F1 Score
GCF_014268455.2_ASM1426845v2,0.8586956521739131,1.0,0.6904761904761905,0.8169014084507042
GCF_009720625.1_ASM972062v1,0.7967741935483871,1.0,0.5882352941176471,0.7407407407407407
GCF_013391105.1_ASM1339110v1,0.8571428571428571,1.0,0.7123287671232876,0.832
GCF_900187355.1_51342_E02,0.8421052631578947,1.0,0.6666666666666666,0.8
GCF_000953655.1_LHA,0.74,1.0,0.48,0.6486486486486487
GCF_000828915.1_ASM82891v1,0.8260869565217391,1.0,0.6,0.7499999999999999
GCF_014217335.1_ASM1421733v1,0.7916666666666666,1.0,0.5833333333333334,0.7368421052631579
GCF_002243665.1_ASM224366v1,0.7837837837837838,1.0,0.5061728395061729,0.6721311475409836
GCF_003265305.2_ASM326530v2,0.8125,1.0,0.625,0.7692307692307693
GCF_003851555.1_ASM385155v1,0.9069767441860465,1.0,0.7837837837837838,0.8787878787878788
GCF_000214355.1_ASM21435v1,0.7,1.0,0.4,0.5714285714285715
GCF_021278985.1_ASM2127898v1,0.6850393700787402,1.0,0.3103448275862069,0.4736842105263158
GCF_006385595.1_ASM638559v1,0.8214285714285714,1.0,0.6153846153846154,0.761904761904762
GCF_001718895.1_ASM171889v1,0.7747747747747747,1.0,0.4186046511627907,0.5901639344262295
GCF_900660515.1_50766_E01-3,0.8,1.0,0.6,0.7499999999999999
GCF_002006355.2_ASM200635v2,0.8833333333333333,1.0,0.5882352941176471,0.7407407407407407
GCF_000266925.1_ASM26692v1,0.7666666666666667,1.0,0.5333333333333333,0.6956521739130436
GCF_000513475.1_Bbla,0.75,1.0,0.5,0.6666666666666666
GCF_000733715.2_ASM73371v2,0.8714285714285714,1.0,0.7272727272727273,0.8421052631578948
GCF_017310015.1_ASM1731001v1,0.8292682926829268,1.0,0.65,0.787878787878788
GCF_000802245.2_ASM80224v2,0.8484848484848485,1.0,0.6739130434782609,0.8051948051948052
GCF_000017945.1_ASM1794v1,0.4,1.0,0.18181818181818182,0.3076923076923077
GCF_015277875.1_ASM1527787v1,0.8,1.0,0.5714285714285714,0.7272727272727273
GCF_000732925.1_ASM73292v1,0.8305084745762712,1.0,0.5918367346938775,0.7435897435897436
GCF_020526085.1_ASM2052608v1,0.7083333333333334,1.0,0.26865671641791045,0.42352941176470593
GCF_000147335.1_ASM14733v1,0.7738693467336684,1.0,0.5408163265306123,0.7019867549668874
GCF_005877035.1_ASM587703v1,0.8666666666666667,1.0,0.6666666666666666,0.8
GCF_010669205.1_ASM1066920v1,0.7872340425531915,1.0,0.5555555555555556,0.7142857142857143
GCF_007856155.1_ASM785615v1,0.8674698795180723,1.0,0.7105263157894737,0.8307692307692308
GCF_023547145.1_ASM2354714v1,0.7764705882352941,1.0,0.5365853658536586,0.6984126984126985
GCF_018141545.1_ASM1814154v1,0.7142857142857143,1.0,0.42857142857142855,0.6
GCF_000023685.1_ASM2368v1,0.631578947368421,1.0,0.125,0.2222222222222222
GCF_013394595.1_ASM1339459v1,0.828125,1.0,0.65625,0.7924528301886793
GCF_002078315.1_ASM207831v1,0.7536231884057971,1.0,0.5,0.6666666666666666
GCF_020783375.1_ASM2078337v1,0.8375,1.0,0.6388888888888888,0.7796610169491525
GCF_003351545.1_ASM335154v1,0.75,1.0,0.47619047619047616,0.6451612903225806
GCF_000166695.1_ASM16669v1,0.7032967032967034,1.0,0.34146341463414637,0.5090909090909091
GCF_002214585.1_ASM221458v1,0.7272727272727273,1.0,0.42857142857142855,0.6
GCF_009650215.1_ASM965021v1,0.8846153846153846,1.0,0.7692307692307693,0.8695652173913044
GCF_019722725.1_ASM1972272v1,0.8536585365853658,1.0,0.6842105263157895,0.8125000000000001
GCF_001889125.1_ASM188912v1,0.9333333333333333,1.0,0.8571428571428571,0.923076923076923
GCF_006874765.1_ASM687476v1,0.81,1.0,0.6041666666666666,0.7532467532467533
GCF_009931695.1_ASM993169v1,0.8191489361702128,1.0,0.6382978723404256,0.7792207792207793
GCF_000196475.1_ASM19647v1,0.6744186046511628,1.0,0.3170731707317073,0.48148148148148145
GCF_003945385.1_ASM394538v1,0.7966101694915254,1.0,0.5862068965517241,0.7391304347826086
GCF_003798325.1_ASM379832v1,0.6190476190476191,1.0,0.2,0.33333333333333337
GCF_018467115.1_ASM1846711v1,0.8333333333333334,0.0,0.0,0.0
GCF_000212695.1_ASM21269v1,0.8478260869565217,1.0,0.6666666666666666,0.8
GCF_008369745.1_ASM836974v1,0.8666666666666667,1.0,0.6842105263157895,0.8125000000000001
GCF_008727715.1_ASM872771v1,0.9058823529411765,1.0,0.8048780487804879,0.8918918918918919
GCF_014217765.1_ASM1421776v1,0.7666666666666667,1.0,0.5172413793103449,0.6818181818181819
GCF_002081995.1_ASM208199v1,0.7314814814814815,1.0,0.46296296296296297,0.6329113924050632
GCF_000196115.1_ASM19611v1,0.7804878048780488,1.0,0.5609756097560976,0.71875
GCF_016027415.1_ASM1602741v1,0.696969696969697,1.0,0.375,0.5454545454545454
GCF_001021025.1_ASM102102v1,0.8,1.0,0.5789473684210527,0.7333333333333334
GCF_000215975.1_ASM21597v1,0.8,1.0,0.6,0.7499999999999999
GCF_002287505.1_ASM228750v1,0.7878787878787878,1.0,0.5333333333333333,0.6956521739130436
GCF_001263205.1_ASM126320v1,0.7380952380952381,1.0,0.47619047619047616,0.6451612903225806
GCF_019623905.1_ASM1962390v1,0.7777777777777778,1.0,0.5428571428571428,0.7037037037037037
GCF_017357285.1_ASM1735728v1,0.8466257668711656,1.0,0.6428571428571429,0.782608695652174
GCF_002139935.1_ASM213993v1,0.7647058823529411,1.0,0.5,0.6666666666666666
GCF_003346815.1_ASM334681v1,0.75,1.0,0.5454545454545454,0.7058823529411764
GCF_003932715.1_ASM393271v1,0.8555555555555555,1.0,0.6976744186046512,0.8219178082191781
GCF_009914515.1_ASM991451v1,0.8620689655172413,1.0,0.7142857142857143,0.8333333333333333
GCF_016599635.1_ASM1659963v1,0.8148148148148148,1.0,0.5588235294117647,0.7169811320754718
GCF_000803625.1_ASM80362v1,0.5,0.0,0.0,0.0
GCF_007197555.1_ASM719755v1,0.8170731707317073,1.0,0.5945945945945946,0.7457627118644068
GCF_000243115.2_ASM24311v3,0.875,1.0,0.75,0.8571428571428571
GCF_000177635.2_ASM17763v2,0.6923076923076923,1.0,0.38461538461538464,0.5555555555555556
GCF_000485905.1_ASM48590v1,0.8571428571428571,1.0,0.7142857142857143,0.8333333333333333
GCF_020424085.1_ASM2042408v1,0.6956521739130435,1.0,0.36363636363636365,0.5333333333333333
GCF_009834205.1_ASM983420v1,0.8333333333333334,1.0,0.6153846153846154,0.761904761904762
GCF_001050435.1_ASM105043v1,0.8055555555555556,1.0,0.6111111111111112,0.7586206896551725
GCF_016728665.1_ASM1672866v1,0.7419354838709677,1.0,0.4666666666666667,0.6363636363636364
GCF_007859655.1_ASM785965v1,0.78,1.0,0.56,0.717948717948718
GCF_001465545.3_ASM146554v3,0.8333333333333334,1.0,0.6,0.7499999999999999
GCF_000146025.2_ASM14602v1,0.7333333333333333,1.0,0.4666666666666667,0.6363636363636364
GCF_002763775.1_ASM276377v1,0.7692307692307693,1.0,0.5,0.6666666666666666
GCF_018398935.1_ASM1839893v1,0.7647058823529411,1.0,0.5294117647058824,0.6923076923076924
GCF_016584425.1_ASM1658442v1,0.8,1.0,0.45454545454545453,0.625
GCF_010509575.1_ASM1050957v1,0.8375,1.0,0.675,0.8059701492537313
GCF_000008385.1_ASM838v1,0.575,1.0,0.15,0.2608695652173913
GCF_900187285.1_51342_C02,0.84,1.0,0.5555555555555556,0.7142857142857143
GCF_900186995.1_50465_A02,0.8484848484848485,1.0,0.6428571428571429,0.782608695652174
GCF_900476175.1_50648_D01,0.6923076923076923,1.0,0.3333333333333333,0.5
GCF_001267925.1_ASM126792v1,0.7916666666666666,1.0,0.5833333333333334,0.7368421052631579
GCF_000215645.1_ASM21564v1,0.8478260869565217,1.0,0.6956521739130435,0.8205128205128205
GCF_002243515.1_ASM224351v1,0.796875,1.0,0.5666666666666667,0.7234042553191489
GCF_002355855.1_ASM235585v1,0.8414634146341463,1.0,0.6578947368421053,0.7936507936507937
GCF_900637575.1_52006_A02,0.7142857142857143,1.0,0.4,0.5714285714285715
GCF_013368775.1_ASM1336877v1,0.8,1.0,0.5945945945945946,0.7457627118644068
GCF_022845715.1_ASM2284571v1,0.8571428571428571,1.0,0.7,0.8235294117647058
GCF_000024805.1_ASM2480v1,0.6666666666666666,1.0,0.3333333333333333,0.5
GCF_900187235.1_52184_D01,0.8928571428571429,1.0,0.7692307692307693,0.8695652173913044
GCF_001414055.1_ASM141405v1,0.75,1.0,0.5,0.6666666666666666
GCF_003515985.1_ASM351598v1,0.7121212121212122,1.0,0.40625,0.5777777777777777
GCF_006337165.1_ASM633716v1,0.8333333333333334,1.0,0.6363636363636364,0.7777777777777778
GCF_002441855.2_ASM244185v2,0.8533333333333334,1.0,0.65625,0.7924528301886793
GCF_000828815.1_ASM82881v1,0.875,1.0,0.75,0.8571428571428571
GCF_000015825.1_ASM1582v1,0.6805555555555556,1.0,0.3611111111111111,0.5306122448979591
GCF_000281175.1_ASM28117v1,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273
GCF_900638015.1_54984_A01,0.7321428571428571,1.0,0.4444444444444444,0.6153846153846153
GCF_025311515.1_ASM2531151v1,0.7560975609756098,1.0,0.5,0.6666666666666666
GCF_016724785.1_ASM1672478v1,0.96,1.0,0.9090909090909091,0.9523809523809523
GCF_016725865.1_ASM1672586v1,0.8421052631578947,1.0,0.6666666666666666,0.8
GCF_002082585.1_ASM208258v1,0.9174311926605505,1.0,0.8235294117647058,0.9032258064516129
GCF_001723605.1_ASM172360v1,0.8064516129032258,1.0,0.5,0.6666666666666666
GCF_000153485.2_ASM15348v2,0.6842105263157895,1.0,0.3684210526315789,0.5384615384615384
GCF_001548055.1_ASM154805v1,0.8095238095238095,1.0,0.6,0.7499999999999999
GCF_003812345.1_ASM381234v1,0.7426470588235294,1.0,0.4444444444444444,0.6153846153846153
GCF_000512205.2_ASM51220v2,0.7671232876712328,1.0,0.5277777777777778,0.6909090909090909
GCF_019139815.1_ASM1913981v1,0.9012345679012346,1.0,0.7647058823529411,0.8666666666666666
GCF_015910445.1_ASM1591044v1,0.7906976744186046,1.0,0.5609756097560976,0.71875
GCF_000007225.1_ASM722v1,0.61,1.0,0.22,0.36065573770491804
GCF_000017805.1_ASM1780v1,0.875,1.0,0.75,0.8571428571428571
GCF_000250635.1_ASM25063v1,0.75,1.0,0.5,0.6666666666666666
GCF_022592395.1_ASM2259239v1,0.7704918032786885,1.0,0.5333333333333333,0.6956521739130436
GCF_013372285.1_ASM1337228v1,0.7777777777777778,1.0,0.5384615384615384,0.7000000000000001
GCF_000011565.2_ASM1156v2,0.8928571428571429,1.0,0.7857142857142857,0.88
GCF_000973505.1_ASM97350v1,0.8333333333333334,1.0,0.6666666666666666,0.8
GCF_004768525.1_ASM476852v1,0.8349514563106796,1.0,0.6730769230769231,0.8045977011494253
GCF_002407185.1_ASM240718v1,0.875,1.0,0.625,0.7692307692307693
GCF_017348895.1_ASM1734889v1,0.8031496062992126,1.0,0.6031746031746031,0.7524752475247524
GCF_001547755.1_ASM154775v1,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846153
GCF_900636685.1_43874_A01,0.7522123893805309,1.0,0.36363636363636365,0.5333333333333333
GCF_900660695.1_57612_E01-3,0.5714285714285714,1.0,0.25,0.4
GCF_003363775.1_ASM336377v1,0.7647058823529411,1.0,0.5,0.6666666666666666
GCF_002234535.1_ASM223453v1,0.7288135593220338,1.0,0.36,0.5294117647058824
GCF_900635955.1_36672_A01,0.7954545454545454,1.0,0.5135135135135135,0.6785714285714285
GCF_000238215.1_ASM23821v1,0.7727272727272727,1.0,0.5454545454545454,0.7058823529411764
GCF_003344445.1_ASM334444v1,0.8461538461538461,1.0,0.6811594202898551,0.810344827586207
GCF_011068345.1_ASM1106834v1,0.7155963302752294,1.0,0.39215686274509803,0.5633802816901409
GCF_006459125.1_ASM645912v1,0.6666666666666666,1.0,0.3076923076923077,0.47058823529411764
GCF_002288145.1_ASM228814v1,0.75,1.0,0.25,0.4
GCF_007362775.1_ASM736277v1,0.8648648648648649,1.0,0.7222222222222222,0.8387096774193548
GCF_016888945.1_ASM1688894v1,0.851063829787234,1.0,0.6818181818181818,0.8108108108108109
GCF_003258605.2_ASM325860v2,0.8493150684931506,1.0,0.6857142857142857,0.8135593220338984
GCF_003312875.1_ASM331287v1,0.8247422680412371,1.0,0.6458333333333334,0.7848101265822784
GCF_000284295.1_ASM28429v1,0.8073394495412844,1.0,0.6111111111111112,0.7586206896551725
GCF_009299385.1_ASM929938v1,0.8557692307692307,1.0,0.6938775510204082,0.819277108433735
GCF_001761325.1_ASM176132v1,0.8108108108108109,1.0,0.6111111111111112,0.7586206896551725
GCF_001564455.1_ASM156445v1,0.7,1.0,0.4,0.5714285714285715
GCF_000223395.1_ASM22339v1,0.7,1.0,0.4,0.5714285714285715
GCF_000023145.1_ASM2314v1,0.8125,1.0,0.6,0.7499999999999999
GCF_001642805.2_ASM164280v2,0.7741935483870968,1.0,0.5116279069767442,0.676923076923077
GCF_017309675.2_ASM1730967v2,0.660377358490566,1.0,0.28,0.43750000000000006
GCF_002843565.1_ASM284356v1,0.75,1.0,0.5,0.6666666666666666
GCF_000010205.1_ASM1020v1,0.65,1.0,0.3225806451612903,0.4878048780487805
GCF_013170785.1_ASM1317078v1,0.9041095890410958,1.0,0.7741935483870968,0.8727272727272727
GCF_004135405.1_ASM413540v1,0.7575757575757576,1.0,0.4666666666666667,0.6363636363636364
GCF_000212675.2_ASM21267v2,0.8333333333333334,1.0,0.6666666666666666,0.8
GCF_000020965.1_ASM2096v1,0.7368421052631579,1.0,0.5833333333333334,0.7368421052631579
GCF_014524625.1_ASM1452462v1,0.85,1.0,0.6571428571428571,0.7931034482758621
GCF_014697095.1_ASM1469709v1,0.8133333333333334,1.0,0.6111111111111112,0.7586206896551725
GCF_000025685.1_ASM2568v1,0.8061224489795918,1.0,0.6161616161616161,0.7625
GCF_001553565.1_ASM155356v1,0.8181818181818182,1.0,0.625,0.7692307692307693
GCF_001442745.1_ASM144274v1,0.7586206896551724,1.0,0.5,0.6666666666666666
GCF_018139125.1_ASM1813912v1,0.8648648648648649,1.0,0.6875,0.8148148148148148
GCF_014490555.1_ASM1449055v1,0.8,1.0,0.5384615384615384,0.7000000000000001
GCF_008693785.1_ASM869378v1,0.8571428571428571,1.0,0.6428571428571429,0.782608695652174
GCF_000255115.2_ASM25511v3,0.8181818181818182,1.0,0.6363636363636364,0.7777777777777778
GCF_000008465.1_ASM846v1,0.7692307692307693,1.0,0.5714285714285714,0.7272727272727273
GCF_900465355.1_Ran1-1,0.6111111111111112,1.0,0.2222222222222222,0.3636363636363636
GCF_008000995.1_ASM800099v1,0.725,1.0,0.45,0.6206896551724138
GCF_000253015.1_ASM25301v1,0.8095238095238095,1.0,0.6,0.7499999999999999
GCF_000092185.1_ASM9218v1,0.6538461538461539,1.0,0.3076923076923077,0.47058823529411764
GCF_005144635.2_ASM514463v2,0.8571428571428571,1.0,0.7142857142857143,0.8333333333333333
GCF_023078355.1_ASM2307835v1,0.8035714285714286,1.0,0.5769230769230769,0.7317073170731707
GCF_001988955.1_ASM198895v1,0.8913043478260869,1.0,0.782608695652174,0.878048780487805
GCF_015168335.1_ASM1516833v1,0.9012345679012346,1.0,0.7714285714285715,0.870967741935484
GCF_000632985.1_ASM63298v1,0.6428571428571429,1.0,0.2857142857142857,0.4444444444444445
GCF_007990525.1_ASM799052v1,0.7978723404255319,1.0,0.5681818181818182,0.7246376811594203
GCF_004295665.1_ASM429566v1,0.8076923076923077,1.0,0.6153846153846154,0.761904761904762
GCF_005887635.2_ASM588763v2,0.75,1.0,0.5,0.6666666666666666
GCF_003176915.1_ASM317691v1,0.8125,1.0,0.625,0.7692307692307693
GCF_014905135.1_ASM1490513v1,0.84375,1.0,0.6875,0.8148148148148148
GCF_001263175.1_ASM126317v1,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143
GCF_024722315.1_ASM2472231v1,0.8484848484848485,1.0,0.6666666666666666,0.8
GCF_001712815.1_ASM171281v1,0.9038461538461539,1.0,0.8076923076923077,0.8936170212765957
GCF_001593605.1_ASM159360v1,0.8181818181818182,1.0,0.625,0.7692307692307693
GCF_001597285.1_ASM159728v1,0.75,1.0,0.5,0.6666666666666666
GCF_013378015.1_ASM1337801v1,0.8541666666666666,1.0,0.65,0.787878787878788
GCF_012516355.1_ASM1251635v1,0.8444444444444444,1.0,0.6818181818181818,0.8108108108108109
GCF_023585725.1_ASM2358572v1,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273
GCF_000309885.1_ASM30988v1,0.6744186046511628,1.0,0.36363636363636365,0.5333333333333333
GCF_000242595.2_ASM24259v3,0.85,1.0,0.7,0.8235294117647058
GCF_008245065.1_ASM824506v1,0.8387096774193549,1.0,0.6666666666666666,0.8
GCF_002355375.1_ASM235537v1,0.75,1.0,0.5,0.6666666666666666
GCF_022869165.1_ASM2286916v1,0.7741935483870968,1.0,0.46153846153846156,0.631578947368421
GCF_002953735.1_ASM295373v1,0.9545454545454546,1.0,0.8947368421052632,0.9444444444444444
GCF_000829235.1_ASM82923v1,0.703125,1.0,0.40625,0.5777777777777777
GCF_900637975.1_53550_F01,0.8181818181818182,1.0,0.42857142857142855,0.6
GCF_006542395.2_ASM654239v2,0.6428571428571429,1.0,0.2857142857142857,0.4444444444444445
GCF_900638445.1_57675_E01,0.8974358974358975,1.0,0.75,0.8571428571428571
GCF_007989425.1_ASM798942v1,0.7256637168141593,1.0,0.43636363636363634,0.6075949367088608
GCF_000736415.1_ASM73641v1,0.782608695652174,1.0,0.5833333333333334,0.7368421052631579
GCF_017569325.1_ASM1756932v1,0.9090909090909091,1.0,0.8,0.888888888888889
GCF_000025005.1_ASM2500v1,0.55,1.0,0.1,0.18181818181818182
GCF_001274895.1_ASM127489v1,0.9375,1.0,0.8666666666666667,0.9285714285714286
GCF_002804005.1_ASM280400v1,0.6666666666666666,1.0,0.3333333333333333,0.5
GCF_001524625.2_ASM152462v2,0.7777777777777778,1.0,0.5,0.6666666666666666
GCF_900475445.1_42727_F01,0.7638888888888888,1.0,0.48484848484848486,0.653061224489796
GCF_023973165.1_ASM2397316v1,0.8620689655172413,1.0,0.6923076923076923,0.8181818181818181
GCF_002952775.1_ASM295277v1,0.8666666666666667,1.0,0.7333333333333333,0.846153846153846
GCF_000016345.1_ASM1634v1,0.7631578947368421,1.0,0.5263157894736842,0.6896551724137931
GCF_000213215.1_ASM21321v1,0.7340425531914894,1.0,0.46808510638297873,0.6376811594202899
GCF_900478135.1_28193_H01,0.76,1.0,0.52,0.6842105263157895
GCF_020541885.1_ASM2054188v1,0.6785714285714286,1.0,0.25,0.4
GCF_003065425.1_ASM306542v1,0.8148148148148148,1.0,0.6153846153846154,0.761904761904762
GCF_000340905.1_ASM34090v1,0.875,1.0,0.6666666666666666,0.8
GCF_900638655.1_58635_F02,0.7619047619047619,1.0,0.5,0.6666666666666666
GCF_001936235.1_ASM193623v1,0.8297872340425532,1.0,0.6521739130434783,0.7894736842105263
GCF_000968175.1_ASM96817v1,0.7794117647058824,1.0,0.5454545454545454,0.7058823529411764
GCF_000067165.1_ASM6716v1,0.8064516129032258,1.0,0.6129032258064516,0.76
GCF_013343005.1_ASM1334300v1,0.75,1.0,0.5,0.6666666666666666
GCF_000025345.1_ASM2534v1,0.8,1.0,0.5957446808510638,0.7466666666666666
GCF_003383595.3_ASM338359v3,0.8461538461538461,1.0,0.6666666666666666,0.8
GCF_002302415.1_ASM230241v1,0.7352941176470589,1.0,0.4375,0.6086956521739131
GCF_003627035.1_ASM362703v1,0.8636363636363636,1.0,0.7272727272727273,0.8421052631578948
GCF_019880225.1_ASM1988022v1,0.6435643564356436,1.0,0.29411764705882354,0.45454545454545453
GCF_000200595.1_ASM20059v1,0.8571428571428571,1.0,0.7142857142857143,0.8333333333333333
GCF_015710995.1_ASM1571099v1,0.8095238095238095,1.0,0.5918367346938775,0.7435897435897436
GCF_000219725.1_ASM21972v1,0.8,1.0,0.6,0.7499999999999999
GCF_001721685.1_ASM172168v1,0.835820895522388,1.0,0.65625,0.7924528301886793
GCF_003925935.1_ASM392593v1,0.75,1.0,0.5,0.6666666666666666
GCF_001507645.1_ASM150764v1,0.7916666666666666,1.0,0.5833333333333334,0.7368421052631579
GCF_000833355.1_ASM83335v1,0.85,1.0,0.6470588235294118,0.7857142857142858
GCF_013415885.1_ASM1341588v1,0.8486842105263158,1.0,0.6933333333333334,0.8188976377952756
GCF_900475675.1_45473_D02,0.7931034482758621,1.0,0.52,0.6842105263157895
GCF_001545155.1_ASM154515v1,0.5151515151515151,1.0,0.030303030303030304,0.05882352941176471
GCF_900636885.1_44927_H01,0.7888888888888889,1.0,0.5777777777777777,0.732394366197183
GCF_000243155.2_ASM24315v3,0.8082191780821918,1.0,0.5942028985507246,0.7454545454545455
GCF_002441935.1_ASM244193v1,0.75,1.0,0.5,0.6666666666666666
GCF_001644645.1_ASM164464v1,0.8571428571428571,1.0,0.6923076923076923,0.8181818181818181
GCF_009930795.1_ASM993079v1,0.7352941176470589,1.0,0.4375,0.6086956521739131
GCF_010727325.1_ASM1072732v1,0.8192771084337349,1.0,0.5945945945945946,0.7457627118644068
GCF_001307545.1_ASM130754v1,0.8021978021978022,1.0,0.5909090909090909,0.7428571428571429
GCF_003143535.1_ASM314353v1,0.8181818181818182,1.0,0.6363636363636364,0.7777777777777778
GCF_910589745.1_ISOLATE_AHE01FL_GENOME,0.8461538461538461,1.0,0.6923076923076923,0.8181818181818181
GCF_022374935.2_ASM2237493v2,0.8695652173913043,1.0,0.7096774193548387,0.8301886792452831
GCF_000010085.1_ASM1008v1,0.6953125,1.0,0.390625,0.5617977528089888
GCF_002105555.1_ASM210555v1,0.78,1.0,0.56,0.717948717948718
GCF_023573625.1_ASM2357362v1,0.8461538461538461,1.0,0.6,0.7499999999999999
GCF_000196155.1_ASM19615v1,0.7252747252747253,1.0,0.4318181818181818,0.6031746031746031
GCF_900186885.1_48903_D01,0.8333333333333334,1.0,0.5,0.6666666666666666
GCF_011290485.1_ASM1129048v1,0.8,1.0,0.6,0.7499999999999999
GCF_002240355.1_ASM224035v1,0.7575757575757576,1.0,0.5151515151515151,0.6799999999999999
GCF_017569925.1_ASM1756992v1,0.7903225806451613,1.0,0.5185185185185185,0.6829268292682926
GCF_000521505.1_ASM52150v1,0.7894736842105263,1.0,0.5294117647058824,0.6923076923076924
GCF_000517425.1_ASM51742v1,0.7796610169491526,1.0,0.43478260869565216,0.6060606060606061
GCF_002287885.2_ASM228788v2,0.7619047619047619,1.0,0.5454545454545454,0.7058823529411764
GCF_017352335.1_ASM1735233v1,0.8795180722891566,1.0,0.7297297297297297,0.8437499999999999
GCF_000970265.1_ASM97026v1,0.719626168224299,1.0,0.4339622641509434,0.6052631578947368
GCF_000146065.2_ASM14606v1,0.7,1.0,0.4,0.5714285714285715
